instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,success
7789,26/11/2011,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0,8,9,17,FALSE
7790,26/11/2011,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0,0,4,4,FALSE
7791,26/11/2011,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,FALSE
7792,26/11/2011,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,FALSE
7793,26/11/2011,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,FALSE
7794,26/11/2011,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,FALSE
7795,26/11/2011,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,FALSE
7796,26/11/2011,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0,57,84,141,FALSE
7797,26/11/2011,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,TRUE
7798,26/11/2011,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0,137,172,309,TRUE
7799,26/11/2011,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0,177,148,325,TRUE
7800,26/11/2011,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,TRUE
7801,26/11/2011,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,TRUE
7802,26/11/2011,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,TRUE
7803,26/11/2011,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,FALSE
7804,26/11/2011,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,FALSE
7805,26/11/2011,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,FALSE
7806,26/11/2011,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0,55,86,141,FALSE
7807,26/11/2011,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0,20,72,92,FALSE
7808,26/11/2011,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0,14,51,65,FALSE
7809,26/11/2011,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0,18,51,69,FALSE
7810,27/11/2011,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0,7,39,46,FALSE
7811,27/11/2011,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0,9,35,44,FALSE
7812,27/11/2011,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0,9,22,31,FALSE
7813,27/11/2011,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0,9,8,17,FALSE
7814,27/11/2011,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,FALSE
7815,27/11/2011,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,FALSE
7816,27/11/2011,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,FALSE
7817,27/11/2011,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,FALSE
7818,27/11/2011,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,FALSE
7819,27/11/2011,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,FALSE
7820,27/11/2011,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,FALSE
7821,27/11/2011,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,TRUE
7822,27/11/2011,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,TRUE
7823,27/11/2011,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,TRUE
7824,27/11/2011,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,TRUE
7825,27/11/2011,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,TRUE
7826,27/11/2011,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,TRUE
7827,27/11/2011,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,TRUE
7828,27/11/2011,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,FALSE
7829,27/11/2011,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,FALSE
7830,27/11/2011,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,FALSE
7831,27/11/2011,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,FALSE
7832,27/11/2011,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,FALSE
7833,27/11/2011,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,FALSE
7834,28/11/2011,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,FALSE
7835,28/11/2011,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,FALSE
7836,28/11/2011,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,FALSE
7837,28/11/2011,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,FALSE
7838,28/11/2011,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0,0,34,34,FALSE
7839,28/11/2011,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,FALSE
7840,28/11/2011,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0,7,270,277,TRUE
7841,28/11/2011,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0,13,394,407,TRUE
7842,28/11/2011,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,TRUE
7843,28/11/2011,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,FALSE
7844,28/11/2011,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,FALSE
7845,28/11/2011,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,FALSE
7846,28/11/2011,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0,25,137,162,FALSE
7847,28/11/2011,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0,14,129,143,FALSE
7848,28/11/2011,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,FALSE
7849,28/11/2011,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,TRUE
7850,28/11/2011,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,TRUE
7851,28/11/2011,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,TRUE
7852,28/11/2011,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,TRUE
7853,28/11/2011,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,TRUE
7854,28/11/2011,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,FALSE
7855,28/11/2011,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,FALSE
7856,28/11/2011,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,FALSE
7857,29/11/2011,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0,4,18,22,FALSE
7858,29/11/2011,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,FALSE
7859,29/11/2011,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0,0,5,5,FALSE
7860,29/11/2011,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0,0,2,2,FALSE
7861,29/11/2011,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,FALSE
7862,29/11/2011,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,FALSE
7863,29/11/2011,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,FALSE
7864,29/11/2011,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,TRUE
7865,29/11/2011,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,TRUE
7866,29/11/2011,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,TRUE
7867,29/11/2011,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,FALSE
7868,29/11/2011,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,FALSE
7869,29/11/2011,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,FALSE
7870,29/11/2011,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,FALSE
7871,29/11/2011,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,FALSE
7872,29/11/2011,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,FALSE
7873,29/11/2011,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,FALSE
7874,29/11/2011,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,TRUE
7875,29/11/2011,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,TRUE
7876,29/11/2011,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,TRUE
7877,29/11/2011,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,FALSE
7878,29/11/2011,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,FALSE
7879,29/11/2011,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,FALSE
7880,29/11/2011,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,FALSE
7881,30/11/2011,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,FALSE
7882,30/11/2011,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,FALSE
7883,30/11/2011,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,FALSE
7884,30/11/2011,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,FALSE
7885,30/11/2011,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,FALSE
7886,30/11/2011,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,FALSE
7887,30/11/2011,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,FALSE
7888,30/11/2011,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,TRUE
7889,30/11/2011,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,TRUE
7890,30/11/2011,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,TRUE
7891,30/11/2011,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,FALSE
7892,30/11/2011,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,FALSE
7893,30/11/2011,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,FALSE
7894,30/11/2011,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,FALSE
7895,30/11/2011,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,FALSE
7896,30/11/2011,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,FALSE
7897,30/11/2011,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,TRUE
7898,30/11/2011,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,TRUE
7899,30/11/2011,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,TRUE
7900,30/11/2011,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,TRUE
7901,30/11/2011,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,TRUE
7902,30/11/2011,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,FALSE
7903,30/11/2011,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,FALSE
7904,30/11/2011,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,FALSE
7905,01/12/2011,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,FALSE
7906,01/12/2011,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,FALSE
7907,01/12/2011,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,FALSE
7908,01/12/2011,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,FALSE
7909,01/12/2011,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,FALSE
7910,01/12/2011,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,FALSE
7911,01/12/2011,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,FALSE
7912,01/12/2011,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,TRUE
7913,01/12/2011,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,TRUE
7914,01/12/2011,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,TRUE
7915,01/12/2011,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,FALSE
7916,01/12/2011,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,FALSE
7917,01/12/2011,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,FALSE
7918,01/12/2011,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,FALSE
7919,01/12/2011,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,FALSE
7920,01/12/2011,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,FALSE
7921,01/12/2011,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,TRUE
7922,01/12/2011,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,TRUE
7923,01/12/2011,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,TRUE
7924,01/12/2011,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,TRUE
7925,01/12/2011,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,TRUE
7926,01/12/2011,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,FALSE
7927,01/12/2011,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0,5,99,104,FALSE
7928,01/12/2011,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,FALSE
7929,02/12/2011,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,FALSE
7930,02/12/2011,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0,1,14,15,FALSE
7931,02/12/2011,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0,0,10,10,FALSE
7932,02/12/2011,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0,0,1,1,FALSE
7933,02/12/2011,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0,0,3,3,FALSE
7934,02/12/2011,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,FALSE
7935,02/12/2011,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0,3,84,87,FALSE
7936,02/12/2011,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,TRUE
7937,02/12/2011,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0,13,432,445,TRUE
7938,02/12/2011,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0,12,234,246,TRUE
7939,02/12/2011,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,FALSE
7940,02/12/2011,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,FALSE
7941,02/12/2011,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,TRUE
7942,02/12/2011,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,TRUE
7943,02/12/2011,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,FALSE
7944,02/12/2011,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,TRUE
7945,02/12/2011,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,TRUE
7946,02/12/2011,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0,20,391,411,TRUE
7947,02/12/2011,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0,10,362,372,TRUE
7948,02/12/2011,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265,TRUE
7949,02/12/2011,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190,TRUE
7950,02/12/2011,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111,FALSE
7951,02/12/2011,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102,FALSE
7952,02/12/2011,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,FALSE
7953,03/12/2011,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75,FALSE
7954,03/12/2011,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71,FALSE
7955,03/12/2011,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50,FALSE
7956,03/12/2011,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9,FALSE
7957,03/12/2011,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8,FALSE
7958,03/12/2011,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6,FALSE
7959,03/12/2011,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,FALSE
7960,03/12/2011,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,FALSE
7961,03/12/2011,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63,FALSE
7962,03/12/2011,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124,FALSE
7963,03/12/2011,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195,TRUE
7964,03/12/2011,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275,TRUE
7965,03/12/2011,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0,78,280,358,TRUE
7966,03/12/2011,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292,TRUE
7967,03/12/2011,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0,92,251,343,TRUE
7968,03/12/2011,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0,100,237,337,TRUE
7969,03/12/2011,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0,75,230,305,TRUE
7970,03/12/2011,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0,46,186,232,TRUE
7971,03/12/2011,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224,TRUE
7972,03/12/2011,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,FALSE
7973,03/12/2011,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127,FALSE
7974,03/12/2011,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109,FALSE
7975,03/12/2011,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114,FALSE
7976,03/12/2011,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,FALSE
7977,04/12/2011,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83,FALSE
7978,04/12/2011,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74,FALSE
7979,04/12/2011,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0,11,51,62,FALSE
7980,04/12/2011,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0,7,34,41,FALSE
7981,04/12/2011,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0,2,9,11,FALSE
7982,04/12/2011,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0,2,2,4,FALSE
7983,04/12/2011,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0,1,3,4,FALSE
7984,04/12/2011,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0,3,23,26,FALSE
7985,04/12/2011,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0,7,48,55,FALSE
7986,04/12/2011,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0,12,114,126,FALSE
7987,04/12/2011,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,TRUE
7988,04/12/2011,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,TRUE
7989,04/12/2011,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,TRUE
7990,04/12/2011,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357,TRUE
7991,04/12/2011,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323,TRUE
7992,04/12/2011,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296,TRUE
7993,04/12/2011,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330,TRUE
7994,04/12/2011,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245,TRUE
7995,04/12/2011,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0,10,161,171,FALSE
7996,04/12/2011,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0,15,158,173,FALSE
7997,04/12/2011,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124,FALSE
7998,04/12/2011,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,FALSE
7999,04/12/2011,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64,FALSE
8000,04/12/2011,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45,FALSE
8001,05/12/2011,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24,FALSE
8002,05/12/2011,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0,2,10,12,FALSE
8003,05/12/2011,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0,0,8,8,FALSE
8004,05/12/2011,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0,0,2,2,FALSE
8005,05/12/2011,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,FALSE
8006,05/12/2011,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25,FALSE
8007,05/12/2011,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90,FALSE
8008,05/12/2011,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0,9,274,283,TRUE
8009,05/12/2011,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0,12,392,404,TRUE
8010,05/12/2011,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190,TRUE
8011,05/12/2011,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87,FALSE
8012,05/12/2011,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123,FALSE
8013,05/12/2011,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154,FALSE
8014,05/12/2011,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171,FALSE
8015,05/12/2011,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0,7,126,133,FALSE
8016,05/12/2011,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148,FALSE
8017,05/12/2011,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248,TRUE
8018,05/12/2011,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0,16,430,446,TRUE
8019,05/12/2011,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0,13,386,399,TRUE
8020,05/12/2011,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0,13,295,308,TRUE
8021,05/12/2011,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205,TRUE
8022,05/12/2011,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176,FALSE
8023,05/12/2011,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106,FALSE
8024,05/12/2011,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62,FALSE
8025,06/12/2011,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28,FALSE
8026,06/12/2011,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16,FALSE
8027,06/12/2011,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3,FALSE
8028,06/12/2011,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3,FALSE
8029,06/12/2011,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7,FALSE
8030,06/12/2011,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20,FALSE
8031,06/12/2011,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86,FALSE
8032,06/12/2011,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7,227,234,TRUE
8033,06/12/2011,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414,TRUE
8034,06/12/2011,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204,TRUE
8035,06/12/2011,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50,FALSE
8036,06/12/2011,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32,FALSE
8037,06/12/2011,4,0,12,12,0,2,1,3,0.46,0.4545,1,0.2239,5,50,55,FALSE
8038,06/12/2011,4,0,12,13,0,2,1,3,0.46,0.4545,1,0.194,6,65,71,FALSE
8039,06/12/2011,4,0,12,14,0,2,1,3,0.48,0.4697,1,0.2239,6,69,75,FALSE
8040,06/12/2011,4,0,12,15,0,2,1,3,0.5,0.4848,1,0.194,2,43,45,FALSE
8041,06/12/2011,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,4,84,88,FALSE
8042,06/12/2011,4,0,12,17,0,2,1,2,0.46,0.4545,1,0.2239,13,249,262,TRUE
8043,06/12/2011,4,0,12,18,0,2,1,2,0.46,0.4545,1,0.2836,17,287,304,TRUE
8044,06/12/2011,4,0,12,19,0,2,1,3,0.46,0.4545,1,0.2985,10,223,233,TRUE
8045,06/12/2011,4,0,12,20,0,2,1,3,0.46,0.4545,1,0.2985,3,107,110,FALSE
